pair,dst_id,confidence,score,dst_type,dst_clock_deg,dst_depth_pct,dst_length_mm,dst_width_mm,dst_distance_m_aligned
2022_to_2015,3069,0.39793516915036287,0.39793516915036287,gene,0.0,15.0,71.11999999999999,91.44,2371.441655568614
2022_to_2015,4710,0.39788793092801644,0.39788793092801644,,330.0,,203.2,,641.1493939019938
2022_to_2015,3874,0.39787754142004816,0.39787754142004816,gene,120.0,13.0,223.52,60.959999999999994,1368.316910032518
2022_to_2015,3850,0.3978372867954143,0.3978372867954143,axgr,0.0,17.0,55.88,25.4,2577.90416145172
2022_to_2015,4191,0.39780723616911506,0.39780723616911506,gene,150.0,15.0,73.66,101.6,1605.862510436582
2022_to_2015,2616,0.39780373967217386,0.39780373967217386,corrosion,240.0,20.0,43.18,27.94,1827.9929176229348
2022_to_2015,3200,0.3978002633556825,0.3978002633556825,gene,90.0,24.0,58.419999999999995,43.18,2345.4127227583813
2022_to_2015,3664,0.39776755624992866,0.39776755624992866,gene,120.0,12.0,406.4,73.66,1588.046590406277
2022_to_2015,3788,0.39775462906151116,0.39775462906151116,gene,180.0,24.0,116.83999999999999,48.26,38.44060989806667
2022_to_2015,3204,0.3977317546587147,0.3977317546587147,gene,300.0,23.0,276.86,63.5,2626.803176002982
2022_to_2015,669,0.39772582051285404,0.39772582051285404,gene,210.0,21.0,50.8,38.099999999999994,2092.9573453076796
2022_to_2015,1446,0.39771091006900927,0.39771091006900927,,330.0,,302.26,,3651.155400724122
2022_to_2015,2736,0.3977090254083293,0.3977090254083293,,0.0,,243.83999999999997,,3686.0291165281237
2022_to_2015,709,0.39767412950571407,0.39767412950571407,cigr,120.0,25.0,17.779999999999998,43.18,66.61756143535723
2022_to_2015,3534,0.3976489430956748,0.3976489430956748,,270.0,,513.0799999999999,,547.900110339122
2022_to_2015,3026,0.397646034319799,0.397646034319799,gene,120.0,20.0,124.46000000000001,78.74,159.48778286992462
2022_to_2015,3581,0.3976183367800368,0.3976183367800368,gene,270.0,23.0,93.98,50.8,3047.1830762925138
2022_to_2015,3233,0.39758010457989623,0.39758010457989623,gene,60.0,34.0,33.019999999999996,45.72,1033.7314047825391
2022_to_2015,2567,0.39757866623215693,0.39757866623215693,gene,210.0,13.0,213.35999999999999,71.11999999999999,327.7913678370589
2022_to_2015,3242,0.39757795656502704,0.39757795656502704,gene,60.0,16.0,139.7,68.58,1580.0862857118852
2022_to_2015,3461,0.39754494378633537,0.39754494378633537,,210.0,,472.44,,2497.037574080124
2022_to_2015,297,0.3974560327720665,0.3974560327720665,axgr,120.0,19.0,55.88,25.4,1044.092436289525
2022_to_2015,2142,0.3974497089606248,0.3974497089606248,,210.0,,109.21999999999998,,1418.8585271397658
2022_to_2015,218,0.3974371393573899,0.3974371393573899,,330.0,,124.46000000000001,,1188.7678152590213
2022_to_2015,1737,0.3974020871482999,0.3974020871482999,axgr,30.0,15.0,63.5,27.94,448.45947868061245
2022_to_2015,4137,0.39739949901725113,0.39739949901725113,gene,120.0,35.0,751.84,353.06,1296.926875868531
2022_to_2015,4125,0.3973952333550139,0.3973952333550139,gene,150.0,16.0,119.38,68.58,2176.22465949187
2022_to_2015,5148,0.3973612774289262,0.3973612774289262,gene,150.0,14.0,83.82,35.559999999999995,2458.4995910358475
2022_to_2015,4796,0.3973589762546387,0.3973589762546387,,0.0,,160.01999999999998,,1380.3205440954894
2022_to_2015,3876,0.3973416081300736,0.3973416081300736,gene,120.0,12.0,76.19999999999999,33.019999999999996,2984.1324089512227
2022_to_2015,3385,0.39733953252901366,0.39733953252901366,corrosion,150.0,13.0,25.4,17.779999999999998,3865.57821130162
2022_to_2015,1821,0.39733617689426687,0.39733617689426687,gene,0.0,14.0,193.04,45.72,2052.65040566465
2022_to_2015,3237,0.39733267826596363,0.39733267826596363,gene,300.0,22.0,55.88,33.019999999999996,1404.7068743497364
2022_to_2015,422,0.39729520496790793,0.39729520496790793,,330.0,,236.22,,4281.662074137035
2022_to_2015,625,0.39725068552426457,0.39725068552426457,cisl,0.0,28.0,5.08,27.94,2570.449272928401
2022_to_2015,4308,0.3972445559515363,0.3972445559515363,gene,330.0,36.0,33.019999999999996,43.18,2758.211380481826
2022_to_2015,4872,0.3972300976211677,0.3972300976211677,gene,300.0,10.0,170.18,48.26,105.53460660793786
2022_to_2015,3055,0.39720699692674866,0.39720699692674866,gene,120.0,14.0,45.72,30.479999999999997,1935.014791847531
2022_to_2015,1062,0.3971560683173533,0.3971560683173533,,300.0,,193.04,,1225.2841336190074
2022_to_2015,3004,0.39712461112378694,0.39712461112378694,gene,30.0,19.0,91.44,45.72,1536.11507882858
2022_to_2015,639,0.39712415197031564,0.39712415197031564,,0.0,,127.0,,3356.4977729888687
2022_to_2015,1122,0.39710180973203024,0.39710180973203024,gene,300.0,11.0,553.72,88.89999999999999,1080.6087546495114
2022_to_2015,4521,0.39707800732881926,0.39707800732881926,gene,120.0,13.0,86.36,55.88,413.20670074830724
2022_to_2015,964,0.3970562991941709,0.3970562991941709,,270.0,,157.48,,1640.6098721978142
2022_to_2015,4551,0.3970509493223908,0.3970509493223908,,120.0,,288.79799999999994,141.986,2697.6877939958968
2022_to_2015,2986,0.3970216090816163,0.3970216090816163,gene,270.0,11.0,167.64,81.28,2274.022688594394
2022_to_2015,4093,0.3970137137948126,0.3970137137948126,gene,150.0,21.0,193.04,101.6,3505.216481326945
2022_to_2015,1774,0.3969715575035941,0.3969715575035941,gene,0.0,46.0,754.38,327.65999999999997,3087.869078063848
2022_to_2015,1274,0.3969623013401449,0.3969623013401449,gene,240.0,13.0,91.44,45.72,437.59303100255437
2022_to_2015,318,0.39694199072257047,0.39694199072257047,axgr,180.0,11.0,73.66,22.86,592.6294414790361
2022_to_2015,637,0.3969153672777872,0.3969153672777872,,0.0,,147.32,,1070.62678527083
2022_to_2015,3558,0.3969126068013757,0.3969126068013757,gene,120.0,35.0,55.88,50.8,1910.502107550516
2022_to_2015,486,0.39690460439175057,0.39690460439175057,gene,150.0,16.0,172.72,88.89999999999999,568.6221733530936
2022_to_2015,4452,0.3968974156736986,0.3968974156736986,gene,60.0,13.0,279.4,55.88,2115.3220108776372
2022_to_2015,4620,0.39689362069246337,0.39689362069246337,gene,210.0,19.0,185.42,73.66,1215.3021642403262
2022_to_2015,4349,0.39687904703493465,0.39687904703493465,gene,30.0,19.0,71.11999999999999,45.72,873.7671866381006
2022_to_2015,4957,0.39686227384494366,0.39686227384494366,,240.0,,223.52,,3331.985088691854
2022_to_2015,3847,0.3968345842635172,0.3968345842635172,corrosion,240.0,48.0,27.94,50.8,2470.5032250988193
2022_to_2015,4899,0.39683245397294503,0.39683245397294503,,300.0,,292.09999999999997,,2809.2584137601457
2022_to_2015,4147,0.39678285718569417,0.39678285718569417,gene,120.0,23.0,304.79999999999995,60.959999999999994,2648.788779444635
2022_to_2015,1196,0.3967211505670906,0.3967211505670906,gene,240.0,13.0,111.76,66.03999999999999,1239.814848537341
2022_to_2015,4573,0.39669007701480535,0.39669007701480535,,300.0,,203.2,,231.130525119448
2022_to_2015,4067,0.39668696765480493,0.39668696765480493,gene,150.0,30.0,228.6,109.21999999999998,2186.206628870552
2022_to_2015,3484,0.39667392798897916,0.39667392798897916,corrosion,210.0,16.0,27.94,35.559999999999995,183.4950509958672
2022_to_2015,2123,0.3966588566760032,0.3966588566760032,gene,210.0,22.0,55.88,81.28,1885.9894232535012
2022_to_2015,5188,0.39663610598084414,0.39663610598084414,gene,120.0,19.0,99.05999999999999,137.16,3624.6210517428167
2022_to_2015,2185,0.3966279412155794,0.3966279412155794,,240.0,,154.93999999999997,,3926.859922044158
2022_to_2015,3650,0.39660762856662046,0.39660762856662046,gene,60.0,23.0,30.479999999999997,30.479999999999997,1092.6123887124827
2022_to_2015,5105,0.39657058863942457,0.39657058863942457,,240.0,32.0,43.18,,213.8200212602158
2022_to_2015,2116,0.39655739772440457,0.39655739772440457,gene,180.0,24.0,218.43999999999997,119.38,1510.4652081466518
2022_to_2015,2532,0.3965522767728632,0.3965522767728632,gene,150.0,19.0,335.28,180.33999999999997,800.3554877898237
2022_to_2015,2024,0.3965487077621359,0.3965487077621359,,210.0,,66.03999999999999,,1703.281477410801
2022_to_2015,937,0.39648258160348393,0.39648258160348393,gene,240.0,11.0,154.93999999999997,48.26,2065.1594558986935
2022_to_2015,1041,0.3964601305082882,0.3964601305082882,gene,120.0,17.0,510.54,78.74,2127.3256449406085
2022_to_2015,3276,0.396397612629405,0.396397612629405,gene,120.0,50.0,619.7599999999999,111.76,3493.2128472639733
2022_to_2015,581,0.39639658256344656,0.39639658256344656,,270.0,,218.43999999999997,,2028.6431375387078
2022_to_2015,1519,0.3963356815294307,0.3963356815294307,,30.0,,287.02,,2161.6939445735366
2022_to_2015,4045,0.396280548020283,0.396280548020283,gene,150.0,19.0,33.019999999999996,43.18,2660.792413507606
2022_to_2015,4195,0.39626621416462093,0.39626621416462093,corrosion,150.0,15.0,30.479999999999997,22.86,1816.3683456882673
2022_to_2015,897,0.39617139173739274,0.39617139173739274,,300.0,,177.79999999999998,,3383.411184098478
2022_to_2015,2511,0.396145291431787,0.396145291431787,gene,180.0,49.0,302.26,215.89999999999998,605.1384917130799
2022_to_2015,870,0.3961040919981593,0.3961040919981593,gene,210.0,16.0,73.66,30.479999999999997,54.99298950069027
2022_to_2015,1445,0.3960837445428345,0.3960837445428345,,330.0,,335.28,,3295.089708203563
2022_to_2015,1908,0.39607107451079027,0.39607107451079027,gene,30.0,30.0,441.9599999999999,144.78,726.9437889415465
2022_to_2015,4302,0.3960155575090139,0.3960155575090139,gene,0.0,21.0,154.93999999999997,116.83999999999999,1710.73636593412
2022_to_2015,1121,0.39601006707234077,0.39601006707234077,gene,330.0,10.0,88.89999999999999,58.419999999999995,1022.1068328478723
2022_to_2015,4771,0.39592602158732326,0.39592602158732326,gene,300.0,13.0,203.2,53.339999999999996,292.5385899047538
2022_to_2015,3190,0.39587138436932645,0.39587138436932645,gene,240.0,23.0,213.35999999999999,66.03999999999999,1955.7368548615027
2022_to_2015,3964,0.3958557483681158,0.3958557483681158,gene,60.0,15.0,109.21999999999998,121.91999999999999,285.8418256380434
2022_to_2015,266,0.3957885911278133,0.3957885911278133,corrosion,330.0,24.0,22.86,27.94,1006.81799367293
2022_to_2015,4347,0.39571804825505175,0.39571804825505175,gene,30.0,14.0,83.82,35.559999999999995,617.5211879043557
2022_to_2015,3248,0.3956988809992108,0.3956988809992108,corrosion,60.0,14.0,33.019999999999996,25.4,1804.364711625296
2022_to_2015,1393,0.39559600940736833,0.39559600940736833,gene,150.0,20.0,614.68,487.67999999999995,3603.140864472237
2022_to_2015,26,0.3955724613594515,0.3955724613594515,gene,150.0,30.0,76.19999999999999,101.6,1631.1333189902057
2022_to_2015,3648,0.3955429690024397,0.3955429690024397,gene,90.0,15.0,50.8,33.019999999999996,982.3053093759149
2022_to_2015,4129,0.39544935863132924,0.39544935863132924,gene,120.0,13.0,38.099999999999994,38.099999999999994,2548.4636694867486
2022_to_2015,1104,0.39542468834428657,0.39542468834428657,gene,240.0,12.0,83.82,55.88,1273.2986698708926
2022_to_2015,4677,0.3953679486020883,0.3953679486020883,gene,150.0,23.0,116.83999999999999,71.11999999999999,2748.734827274217
2022_to_2015,990,0.3953317111849089,0.3953317111849089,gene,120.0,13.0,226.06,71.11999999999999,1203.6775923056591
2022_to_2015,5168,0.39513198182570436,0.39513198182570436,gene,270.0,20.0,86.36,86.36,969.9226131846392
2022_to_2015,3179,0.39507823105906514,0.39507823105906514,gene,240.0,41.0,144.78,101.6,1104.2369606471495
2022_to_2015,3068,0.3950497353233138,0.3950497353233138,gene,120.0,13.0,30.479999999999997,33.019999999999996,2311.4234852537575
2022_to_2015,4898,0.3950451683270294,0.3950451683270294,,300.0,,449.58,,2071.729866122636
2022_to_2015,4066,0.39501420306191115,0.39501420306191115,gene,90.0,18.0,38.099999999999994,40.64,2136.802198148217
2022_to_2015,3971,0.39498537569710124,0.39498537569710124,gene,120.0,16.0,187.96,60.959999999999994,1841.2600921135872
2022_to_2015,1775,0.39498166455986095,0.39498166455986095,gene,300.0,28.0,419.09999999999997,165.1,3152.056931790052
2022_to_2015,2571,0.3948255292698729,0.3948255292698729,gene,210.0,14.0,213.35999999999999,53.339999999999996,3408.302930523798
2022_to_2015,1512,0.394773893670638,0.394773893670638,,330.0,,200.66,,1675.1045258735107
2022_to_2015,3505,0.3946631011331762,0.3946631011331762,gene,240.0,54.0,114.3,35.559999999999995,3457.201945075059
2022_to_2015,912,0.39460356209147723,0.39460356209147723,gene,240.0,12.0,134.61999999999998,30.479999999999997,1497.577095784304
2022_to_2015,256,0.3945862633823163,0.3945862633823163,corrosion,330.0,16.0,33.019999999999996,22.86,1175.5006407683686
2022_to_2015,5064,0.39456296505350297,0.39456296505350297,gene,180.0,26.0,83.82,68.58,1285.8077201049366
2022_to_2015,1063,0.39442018725085415,0.39442018725085415,,300.0,,101.6,,1427.9560182190705
2022_to_2015,4817,0.39439249295812284,0.39439249295812284,cisl,90.0,32.0,5.08,17.779999999999998,18.476671140703957
2022_to_2015,911,0.3941974541541913,0.3941974541541913,gene,240.0,12.0,83.82,38.099999999999994,1342.5406853078218
2022_to_2015,2444,0.3941847092283729,0.3941847092283729,corrosion,0.0,26.0,35.559999999999995,27.94,375.4268419606398
2022_to_2015,2406,0.3941637854308623,0.3941637854308623,gene,30.0,31.0,251.46,132.07999999999998,4403.972787536573
2022_to_2015,472,0.3941120239677645,0.3941120239677645,gene,150.0,21.0,111.76,35.559999999999995,3445.198311012088
2022_to_2015,4095,0.3940389508031525,0.3940389508031525,gene,150.0,22.0,241.29999999999998,73.66,3676.931625448818
2022_to_2015,2003,0.39403028369862536,0.39403028369862536,,300.0,,187.96,,2102.054836386985
2022_to_2015,2175,0.39398024897785705,0.39398024897785705,gene,180.0,42.0,127.0,139.7,3428.5195773666965
2022_to_2015,433,0.39383753615174527,0.39383753615174527,gene,180.0,16.0,91.44,71.11999999999999,2408.3370360569047
2022_to_2015,3386,0.3938229405283795,0.3938229405283795,gene,180.0,13.0,45.72,33.019999999999996,3911.0656666981426
2022_to_2015,3601,0.3938210191024349,0.3938210191024349,gene,60.0,38.0,304.79999999999995,93.98,3696.7692101634134
2022_to_2015,2067,0.3937332150792833,0.3937332150792833,,90.0,,335.28,,1877.3973483452687
2022_to_2015,3844,0.3936849367763935,0.3936849367763935,gene,240.0,79.0,45.72,40.64,2258.3547872911477
2022_to_2015,4127,0.39368289092441777,0.39368289092441777,axgr,120.0,14.0,50.8,17.779999999999998,2331.640132096657
2022_to_2015,1156,0.39367357717039797,0.39367357717039797,corrosion,120.0,14.0,25.4,25.4,253.11612856110077
2022_to_2015,3669,0.3935858943262453,0.3935858943262453,gene,270.0,21.0,233.67999999999998,124.46000000000001,1780.736505627658
2022_to_2015,3774,0.39354160211742906,0.39354160211742906,gene,120.0,15.0,55.88,40.64,4342.691076794036
2022_to_2015,252,0.3935218933522101,0.3935218933522101,corrosion,150.0,23.0,25.4,20.32,552.8279180070788
2022_to_2015,2718,0.3935197693832379,0.3935197693832379,,30.0,,256.53999999999996,,3833.610638481286
2022_to_2015,1143,0.39351644530782387,0.39351644530782387,,330.0,,137.16,,3982.8347629904342
2022_to_2015,3339,0.3934872494249012,0.3934872494249012,gene,270.0,12.0,48.26,33.019999999999996,84.43348146566206
2022_to_2015,235,0.39347203467241615,0.39347203467241615,gene,0.0,11.0,106.67999999999999,33.019999999999996,762.5756290021561
2022_to_2015,1049,0.3934501631151349,0.3934501631151349,,330.0,,304.79999999999995,,3964.6397808318247
2022_to_2015,3812,0.39318766129798804,0.39318766129798804,gene,330.0,16.0,93.98,137.16,4396.5178990132545
2022_to_2015,3685,0.3931486010051728,0.3931486010051728,gene,240.0,22.0,38.099999999999994,43.18,2684.04155737694
2022_to_2015,501,0.3930201994742857,0.3930201994742857,gene,150.0,20.0,109.21999999999998,60.959999999999994,2221.4594068028573
2022_to_2015,4365,0.39295662121061953,0.39295662121061953,gene,300.0,18.0,215.89999999999998,144.78,2635.521604953982
2022_to_2015,1017,0.3929281916670516,0.3929281916670516,,120.0,,152.39999999999998,,2798.518320124856
2022_to_2015,3075,0.39290343297598884,0.39290343297598884,gene,120.0,12.0,198.11999999999998,83.82,2947.742444634004
2022_to_2015,3596,0.39287182550024713,0.39287182550024713,gene,90.0,25.0,50.8,60.959999999999994,3470.0900574374077
2022_to_2015,2154,0.3928029519056636,0.3928029519056636,,210.0,,198.11999999999998,,1566.0609869646241
2022_to_2015,4104,0.39260407213257714,0.39260407213257714,gene,120.0,24.0,124.46000000000001,137.16,4384.514264950284
2022_to_2015,3163,0.3917911063061414,0.3917911063061414,axgr,240.0,19.0,40.64,15.239999999999998,531.726792864803
2022_to_2015,3127,0.3916438896748963,0.3916438896748963,gene,300.0,38.0,68.58,60.959999999999994,3969.9466506280864
2022_to_2015,1142,0.39164223323987246,0.39164223323987246,,330.0,,149.86,,3836.5167814649526
2022_to_2015,3924,0.39141484087378015,0.39141484087378015,gene,330.0,10.0,157.48,71.11999999999999,1494.2918906723326
2022_to_2015,1722,0.3912988510780282,0.3912988510780282,gene,210.0,12.0,195.57999999999998,93.98,3397.4364828457396
2022_to_2015,3011,0.3911051997014717,0.3911051997014717,gene,30.0,10.0,160.01999999999998,40.64,3134.6200738880516
2022_to_2015,1882,0.3910043601027586,0.3910043601027586,gene,120.0,10.0,93.98,76.19999999999999,2239.654388961466
2022_to_2015,2429,0.3906757162367212,0.3906757162367212,gene,180.0,43.0,680.72,238.76,3892.49162241123
2022_to_2015,4622,0.3905639552390203,0.3905639552390203,gene,300.0,16.0,337.82,147.32,4414.839235214633
2022_to_2015,4816,0.39037973909173085,0.39037973909173085,cisl,90.0,23.0,5.08,17.779999999999998,-8.057677840600945
2022_to_2015,4381,0.39020099312554885,0.39020099312554885,gene,240.0,15.0,220.97999999999996,215.89999999999998,3027.3454915779193
2022_to_2015,3760,0.390149693196962,0.390149693196962,,240.0,,182.88,,3007.760614948861
2022_to_2015,2893,0.3897452708978538,0.3897452708978538,,240.0,,317.5,,929.2366114133049
2022_to_2015,1783,0.38946181912974986,0.38946181912974986,gene,120.0,24.0,243.83999999999997,713.74,2952.291190173656
2022_to_2015,3952,0.38927813259189137,0.38927813259189137,gene,150.0,15.0,60.959999999999994,106.67999999999999,3512.2923077219593
2022_to_2015,3752,0.3881375159763496,0.3881375159763496,,0.0,,170.18,,3414.1152164911314
2022_to_2015,313,0.3880563127041848,0.3880563127041848,,150.0,,327.65999999999997,,3533.0143707359307
2022_to_2015,4625,0.3876461412752712,0.3876461412752712,gene,330.0,24.0,53.339999999999996,71.11999999999999,4425.958390978227
2022_to_2015,3283,0.3871807080933565,0.3871807080933565,gene,120.0,50.0,909.3199999999998,170.18,3777.635797535009
2022_to_2015,3599,0.3871070717021552,0.3871070717021552,gene,60.0,35.0,256.53999999999996,68.58,3560.0541358883083
2022_to_2015,4153,0.38701803628566755,0.38701803628566755,gene,120.0,11.0,88.89999999999999,45.72,3006.1180123928752
2022_to_2015,655,0.38683177978963557,0.38683177978963557,,240.0,,307.34,,4141.156378578887
2022_to_2015,578,0.38612339908338134,0.38612339908338134,,60.0,,266.7,,3765.2531013437324
2022_to_2015,1031,0.38536018997116966,0.38536018997116966,,90.0,,248.92000000000002,,2778.175319239189
2022_to_2015,294,0.3840744878084597,0.3840744878084597,corrosion,120.0,19.0,38.099999999999994,20.32,218.7478289281724
2022_to_2015,4085,0.383800575316304,0.383800575316304,gene,120.0,13.0,68.58,53.339999999999996,2974.6558557436138
2022_to_2015,4908,0.38376041142700346,0.38376041142700346,,180.0,,459.486,141.986,3583.176925714874
